text,label
today is the day to be late because my bus passed much earlier than the time,1.6
It's better to be poor and dignified than rich and asshole,1.4
"it didn't affect me ok, maybe a little bit",2.4
Any of them?,1.6
I wanted to know when showing affection became something from another planet,3.0
I doubt anyone will give me a tribal ticket,1.4
"This coming to the gum, without eating, never again yha",1.6
"God, homeland, family, freedom, threats and lies.",1.0
"Mercy, Mona Escola wants to kill us based on hate",1.75
"Guys, the drama The Untamed is great even my dad stopped to watch heehehehehe",3.0
Mr,1.25
"Unfortunately, it didn't work for Miranha 😢 The winner in Best Visual Effects at the Oscar 2022 is Duna #Oscars http",1.0
"Starting the week well: no voice, rhinitis attacking, people angry with me for the reason of: nothing.",3.6
"the government gave our house a free pool, look how cool 🗣️ http",1.2
“people deceive others to overcome loneliness”,1.2
Bolsonaro president until 2026!,1.0
hmm I'm happy with the least 😍😍😍,2.8
do me a favor forget you ever met me,3.0
"She looks at me evil, sex in the hot tub",4.2
I'll be complaining about sleep in the morning 👍🏼,3.8
in doubt if actually watching this is better than being blind,2.25
new status: people who visited my http profile,2.8
O,1.0
"I don't close with several, because it wasn't several who closed with me when I needed it most..",3.6
Go to shit.... where are the signings,2.2
I'm going to go there for a walk with Arthur,3.6
pasta is far from me,1.0
For me the best player of this Barça is Xavi,1.0
"Church bell ringing earlier, me, Sara, Tom and Bruna looking for a drink at a bar",2.8
"Did you read Elena Ferrante's book, Neila? I read her ""Neapolitan Tetralogy"" and I liked it a lot.",1.2
I went in and came back for about 15 minutes to understand the context of where the discussion started kkkkkkkkkkkkkkkkkkkkkkkkkk,1.2
bem merdinha amg kkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkk,1.75
"that's all amg, congratulations, I think these are beautiful that seem to go together with the icon, and the colors are perfect",1.0
damn how does fernanda know about isa you are very gossip huh vic,3.0
update accesses in my http profile,1.0
he's a 10 but he's going to vote for bolsonaro so he's a 100 notion,1.0
"I wish I had the patience to go to Rj and do some sightseeing, I get there and I just want to be quiet drinking my beer sitting down",2.4
I'm in the mood to suffer I'm going to listen to the playlist I made for her,3.0
A lot of studying neuro and finding out that I can have loss of neurons and atrophy in parts of the brain when I go into bipolar crises 😆,2.4
Who plays are the players,1.2
"this page is hilarious, cultured and very creative!! Adm sure has already finished the medium!!",1.0
“I am suspicious because I also know how to speak beautifully without feeling anything.”,1.8
"I got my brother addicted to saying ""that's the truth""",2.2
2 people are viewing your http profile,1.0
"The way my search for a place to live in Contagem is going, the best I can find is under the overpass 😍",2.2
this Tim is free with my face can only,2.0
it was 00:00 and unfortunately I didn't disappear and I wasn't even fucking #semprefuitriste,4.2
Globo wants to innovate and makes senseless tests lol,1.2
Unfortunately. The society that values ​​compliance with the Constitution and laws is perplexed. Horrified.,1.4
"Talking from good morning to good night, hmmmm little shit face",2.6
sksks sorry anything,2.8
"Shame on kkkkkkkkkkkkkk who doesn't know what to say, better keep quiet.",1.6
"now I'm going to live on iced coffee, which is delicious, my God",1.2
"Forgive the possible overshare, the intern is thrilled with so many outpourings of support from BP Members. 🦾",2.4
I wish you all the best because the best you've lost you've lost me.,4.2
every time he finishes he turns into someone else,2.4
I can't! Just the colors.,1.0
they both sulking at each other http,1.5
"An old man dwells in me, and I like older ones",3.0
mds now it's all for sure,2.2
my boyfriend is like cb from blackpink,2.0
This actress is very bad,1.2
"I'm sick, actually I'm getting better but this cough won't go away I'm going to get better http",2.4
Ryo,1.0
do do do do do do do do do do do do,1.5
doing everything not to remember the plague of the person comes and comes to me rummaging through my things,3.4
it's great to be real madrid holy shit,1.2
I miss kissing you all over and making hard love,4.4
João Carlos saying he has a boner in poor jss kkkkkkkk,3.8
"Just because I can't, I want to work out. Finally the hypocrisy 🤡",2.2
"If they were competent, they would be ruling. Disjointed gang, just waiting to be caged. Vampire.",1.0
"Vila Maria, ZN. Is that you?",1.6
Mega show tomorrow get ready we are coming,1.6
"The same pediatrician indicating nest milk that sugar bomb they use to make sweets, it's amazing.",2.25
I'll think about your case.,2.0
"Because I'm like this mdssss, in less than a month I've lost about 20 years of life",2.2
there are things that sincerely http,2.25
#ONEPIECE1043 oda send one of these and go take time off,1.25
profile viewed by 8 people http,1.4
Unbelievable,1.2
"But to the left of those who deserve a second chance are murderers and drug dealers, victims of society.",1.25
"As much fun as I didn't have all year, I had fun today, WHAT A ROLEEEE",2.6
Yes I hear judge me 🙃.,2.2
I never noticed that there,1.4
his or someone else's? jjskkkkkl,1.6
Fuck you paid,2.6
Let it go back to the last quarter in this arena atmosphere! 🙏🏾,1.3333333333333333
"That's it, best",1.0
Everything will be ok kkkkkk I have faith,2.0
these photos 😭 I'm not crying you are. http,2.0
"get out of there, he's pika hard",2.8
Jade now talks to herself too?#bbb22 http,1.0
"widgetshare my good, just download the two from the playstore and paste the code of the other to use",1.2
"today sucked all the energy i still had in my body, oh glory",3.0
I'm glad they didn't film me singing,2.0
"One week from now and the graduation party. And I'm hoarse, bad throat and congested",2.6
My dick in your hand,4.6
"I'm almost dying here at this company, I didn't even stop for a snack, come on",3.2
Me too,1.6
"How I wish I knew how to play football, I'm fucked up in life",1.75
Your profile has been viewed by 6 people in the last 2 hours http,1.0
Hey  ! Go take it in the middle of your ass!,3.8
My father is bothering me,3.4
Your profile has been viewed by 2 people in the last hour http,1.6
I am the disappointment of my Italian grandfather for not liking any type of pasta,3.0
Your profile has been viewed by 8 people in the last 12 hours http,1.6
"I have faith, in the name of Jesus, it will stop raining until night comes",1.3333333333333333
God is wonderful 🙏🏽🙌🏽,1.4
Said everything,1.0
"One of these hours and the crowd coming for a blood test, desperate, since it's CARNIVAL",1.6
"iCloud cannot be full, the cell phone starts to freeze",1.6
Slow suicide right there,2.4
I told you that these days when I saw this tweet I remembered KKKKDKDKDKDKK,1.6
It's time for ISLA to redeem himself The punishment is: bring Vidal at any cost! http,1.0
"I told the guys that I didn't even care that it was smooth, I went there and dreamed about the scene lol I don't have any self-control",2.8
On the beach Thursday was MEC was there and they ask me what I was doing I turned to him and said: eating the ass of whoever is reading,1.6666666666666667
"Let's go upstairs, I've been there since yesterday, I took a two hour nap and I'm already going back to the gshow to vote a lot ✅🍞🏭🏆",2.6
This is really sad but I have nothing to do...,1.8
I need to stop spending money so I can have money to spend later,1.4
I'm going in April,3.0
"today I will answer the others, enjoy",1.0
I just want to go back to when I saw the bullet in the grass,1.6
I help daughter,1.75
me too like,1.5
what did i do??????,2.6
moço   #10000Hours #BestLyrics #iHeartAwards,1.0
you are the man of our lives kitty 💖,4.2
hi hi so flower it's not that i don't want to talk to you it's that i can't stand answering anyone on wpp,3.0
because he is from Cruzeiro,1.2
Just like your mother,2.8
Invite me to this trail,2.0
I didn't even know there was this app kkkkkk good to know when to take my nieces,2.4
I'm going to eat a mczinho today 🫶🏻😍,2.4
i'm in fox,2.0
I booked therapy because my life was in chaos and I found out that it's not that chaotic,3.0
Not Lewis... Sir Lewis....,1.25
"When they leave me alone in the room, I completely lose the notion of time and space, I even forget that I'm still in the clinic",2.2
Fuck living at crlh's house is that if I want to go out to have one with the real ones it's 40 I only count the uber,2.2
The baron wanting to put Pedro instead of Eli's annoying,1.0
every day she shows an uglier side of her seriously,2.6
"I'm, I'm laying the groundwork for change",2.8
Already!,1.0
"I'm crying laughing in the conversation with Ray, she wants to know where I punched her in the ribs me and her laughing, laughing, laughing and Diego floating",1.25
Put down your cell phone and pay attention in class,1.4
"That's it Brazil, follow Jade's advice: #ForaJade #BBB22 #RecifeForaJade in Vila União - Iputinga http",1.0
If you say Flamengo but don't remember this improved Mbappé 🤷🏻‍♂ http,1.8
you know sooooo much,1.4
I'm sad my days are so busy I want peace,2.6
people of millions lose people uvapass,1.0
Your profile has been viewed by 6 people in the last 2 hours http,1.0
"I'm so beautiful, wtf",2.8
update accesses in my http profile,2.0
I will need my days to have 40 hours,1.6
my dream 💗,2.0
"Stwart and I are watching a movie, out of nowhere my mother comes with an apple for Stw, and nothing for me. We already know who is her favorite",2.4
Reconciling work/gym + taking care of cs is very tiring I just wanted to arrive and have the dishes washed and food ready 🤧,2.6
PA is wanting to talk about the relationship between the two but it's awkward #BBB22,3.0
our prox roll like this,1.8
He doesn't fight with me,1.75
you have plenty aaaa,2.4
I want to take a nap and the blessing waking up every 5 minutes 😭,2.2
"I'm crazy in the head, but I don't care",2.2
"It wasn't, it was between me and someone there....",2.2
"When I get a switch, I already know who I'm going to borrow a game from 😏",2.4
The Bahian can see that the PT is pure deceit. http,1.4
I was listening to this one,1.2
I hate this cycle of being stressed > I lose hair all over my body I'm going bald! that it,3.0
It's a shame our ST doesn't increase....,1.4
People from Gondomar discovered gunpowder today,1.0
What sleep is this that I'm with him... sleep of death ?‽??,2.2
this sentence has a double meaning taking into account that pavezi is coming,2.25
"Rain my daughter hold it please, I'm shaking with fear here alone",2.8
"eli... you know what you have to do, so why not do it? :|",2.4
just like that,1.4
I also saw bro,2.2
I need to sleep for a week straight,1.2
When it comes to “Money and Women” it's every man for himself.,2.4
Your profile has been viewed by 7 people in the last 5 hours http,1.0
